Star,Pressure,Temperature,mass,S,H,V,Cp,viscosity,SiO2,TiO2,Al2O3,Fe2O3,Cr2O3,FeO,MgO,CaO,Na2O
HD222669,10000.00,1328.00,21.135236,57.908697,-234921.111689,7.234071,31.833469,1.248,45.8738,1.55742,13.1081,1.88776,0,14.3934,10.8565,10.8001,1.52286
HD86065,10000.00,1328.00,19.351791,53.150243,-217072.601745,6.709730,28.983741,1.535,48.7619,1.57685,12.8416,1.75842,0,13.6823,10.1319,9.68419,1.56288
HD217786,10000.00,1328.00,28.704118,78.822536,-330798.237259,9.945338,43.987499,1.326,45.8805,1.11884,16.5643,1.46781,0,11.8668,12.1762,9.75275,1.17283
HD141128,10000.00,1328.00,22.992466,63.222178,-260571.365893,7.996551,34.638113,1.490,48.0757,1.73789,13.3207,1.69917,0,12.4062,10.2471,10.7467,1.76656
HD189242,10000.00,1328.00,18.881771,51.621899,-208920.505884,6.459131,28.275575,1.312,46.4371,1.77355,12.5581,1.93039,0,14.7202,10.1912,11.0519,1.33761
HD147147,10000.00,1328.00,18.621093,50.347143,-193722.511348,6.003916,28.138574,0.251,35.383,2.25875,12.4961,2.64002,0,19.5179,12.1623,14.0103,1.53165
HD31103,10000.00,1328.00,22.533406,61.814201,-254329.644611,7.793248,33.985862,1.411,47.1988,1.50045,13.6876,1.73537,0,13.0229,10.5182,10.8335,1.50325
HD130992,10000.00,1328.00,22.574278,61.808684,-250353.271186,7.686011,34.124335,1.131,44.7062,1.60106,13.3749,1.90555,0,14.6483,11.4004,10.9147,1.4489
HD21693,10000.00,1328.00,20.446105,56.115899,-227574.448359,7.023081,30.759153,1.307,46.5979,1.54885,12.8693,1.8719,0,14.2241,10.7479,10.4552,1.6849
HD209742,10000.00,1328.00,19.026190,52.080554,-209947.942116,6.500083,28.520200,1.266,46.166,1.6662,12.4504,1.96024,0,14.9584,10.4603,10.8343,1.50414
HD116284,10000.00,1328.00,20.708064,56.707203,-231515.598922,7.119554,31.142745,1.350,46.6924,1.67252,13.2028,1.82535,0,13.8573,10.4463,10.9127,1.39059
HD16297,10000.00,1328.00,19.277269,52.771278,-211954.750822,6.566051,28.917900,1.207,45.6775,1.70305,12.351,1.9922,0,15.2758,10.7028,10.7619,1.53571
HD110668,10000.00,1328.00,22.475105,61.841214,-254644.404817,7.816115,33.893399,1.491,48.1803,1.4583,13.5823,1.68339,0,12.6842,10.5645,10.0941,1.75277
HD222422,10000.00,1328.00,21.022991,57.451738,-232147.592987,7.140477,31.682232,1.138,44.7012,1.76723,13.1179,1.94003,0,15.0247,11.1011,11.0731,1.27466
HD171942,10000.00,1328.00,20.550003,56.190834,-228220.842231,7.013685,30.963466,1.222,45.469,1.56911,13.3582,1.88321,0,14.6042,10.9194,10.9302,1.2667
HD220456,10000.00,1328.00,20.422967,55.903585,-226822.290075,6.989688,30.707966,1.272,46.0474,1.60545,13.0192,1.89416,0,14.4651,10.6283,10.9141,1.42636
HD213852,10000.00,1328.00,23.158852,63.698211,-259950.708165,7.986685,34.996279,1.320,46.6914,1.46575,13.4402,1.78216,0,13.5255,11.131,10.1496,1.81441
HD161566,10000.00,1328.00,20.969710,57.645945,-238809.181107,7.353395,31.394601,1.708,50.1941,1.99033,12.5843,1.64111,0,11.8003,9.3505,10.7812,1.65812
HD124106,10000.00,1328.00,18.451129,50.503592,-204295.751571,6.330561,27.590161,1.366,47.095,1.71647,12.3034,1.9264,0,14.6172,10.0362,10.8463,1.45891
HD92788,10000.00,1328.00,21.396087,58.896330,-240584.423995,7.411292,32.232633,1.426,47.7758,1.48552,13.2138,1.7544,0,13.3718,10.753,9.78709,1.85856
HD189625,10000.00,1328.00,21.848148,59.949478,-244892.623293,7.523577,32.946981,1.332,46.6263,1.51232,13.3908,1.80391,0,13.638,10.7723,10.6633,1.59302
HD179949,10000.00,1328.00,22.932922,63.033056,-262817.464591,8.035635,34.557301,1.653,49.3918,1.49516,13.8883,1.56596,0,11.635,10.0216,10.4887,1.5134
HD150177,10000.00,1328.00,26.409982,72.566048,-305125.482115,9.235328,40.140421,1.546,48.0859,1.42114,15.1915,1.46993,0,11.126,10.8742,10.4986,1.33287
HD1388,10000.00,1328.00,21.883219,59.967574,-245143.497916,7.519398,33.016248,1.303,46.2369,1.57254,13.5429,1.80608,0,13.7308,10.8155,10.8511,1.44416
HD157830,10000.00,1328.00,19.444526,53.226154,-214765.968948,6.637340,29.197425,1.237,45.8418,1.67217,12.6464,1.94867,0,14.9033,10.6543,10.8469,1.48645
HD9782,10000.00,1328.00,21.502961,59.043686,-240817.057915,7.415492,32.374525,1.361,47.0087,1.52315,13.1108,1.81795,0,13.637,10.5979,10.6021,1.7025
HD8930,10000.00,1328.00,19.195108,52.560823,-210931.317565,6.542591,28.750325,1.228,45.935,1.99951,12.0156,1.99645,0,15.1786,10.5289,10.7755,1.57054
HIP45301,10000.00,1328.00,21.885315,60.022389,-245586.898810,7.543650,32.970228,1.359,46.798,1.61528,13.3495,1.79699,0,13.4678,10.5392,10.8786,1.55461
HD200505,10000.00,1328.00,18.132634,49.542014,-197613.538644,6.141386,27.130547,1.151,45.1751,1.79623,11.9574,2.07282,0,16.0546,10.6232,10.9093,1.41138
HD55,10000.00,1328.00,22.161835,60.575367,-245186.147994,7.499077,33.632667,1.007,43.4122,1.46517,13.7892,1.92638,0,15.0153,11.9719,11.1522,1.26762
HD120362,10000.00,1328.00,18.975961,51.197909,-198347.284270,6.122477,28.704735,0.285,35.5772,1.74301,13.3198,2.54789,0,19.6052,12.2276,13.8367,1.14257
HD96276,10000.00,1328.00,25.011720,68.630068,-283604.232327,8.644861,37.904157,1.356,46.565,1.47336,14.2869,1.68321,0,12.6939,11.0047,10.838,1.45484
HD104982,10000.00,1328.00,22.002000,60.250174,-245579.660479,7.522472,33.278198,1.201,45.2644,1.46526,13.7393,1.83956,0,14.1624,11.2702,10.8734,1.3855
HD112283,10000.00,1328.00,18.454725,50.591315,-202497.370141,6.307330,27.522737,1.295,46.8176,2.7311,11.0085,2.0099,0,14.9031,10.072,10.7425,1.71531
HD223315,10000.00,1328.00,23.322780,64.169716,-265120.562601,8.114952,35.241616,1.495,48.1258,1.39461,14.0148,1.63556,0,12.5412,10.7865,9.85216,1.64924
HD162020,10000.00,1328.00,18.472229,50.599609,-203233.807635,6.318130,27.609178,1.300,46.6749,1.72197,11.9286,1.99632,0,15.1002,10.1975,10.7464,1.63407
HD118466,10000.00,1328.00,20.575593,56.494589,-230750.947528,7.109924,30.926202,1.436,47.7239,1.56043,13.1777,1.77121,0,13.6897,10.5051,10.0031,1.56885
HD110291,10000.00,1328.00,21.201175,58.043166,-235283.197718,7.238093,31.961415,1.206,45.4295,1.55145,13.2227,1.89789,0,14.5978,11.0269,10.8423,1.43142
HD103197,10000.00,1328.00,19.243596,52.883744,-212478.973914,6.595915,28.864661,1.291,46.8011,1.78523,12.1446,1.92931,0,14.8762,10.8097,9.80716,1.84666
HD181249,10000.00,1328.00,19.605698,53.635209,-217861.811476,6.718175,29.433012,1.314,46.3993,1.56396,12.9779,1.89026,0,14.4319,10.3821,10.99,1.36448
HD33822,10000.00,1328.00,22.367183,61.583939,-249254.682481,7.666523,33.894683,1.188,45.6866,1.38258,13.3852,1.83554,0,14.3088,11.922,9.55333,1.92599
BD-053176,10000.00,1328.00,29.956708,82.551744,-343803.591098,10.410104,45.770556,1.341,46.498,1.39127,15.1364,1.54591,0,11.6608,11.8601,10.1551,1.75246
HD16714,10000.00,1328.00,20.500425,56.128193,-227726.700834,7.004695,30.896006,1.222,45.5697,1.61335,13.2041,1.88808,0,14.4828,10.9519,10.861,1.42907
HD122474,10000.00,1328.00,22.641604,62.220206,-253808.672497,7.795919,34.204516,1.309,46.5343,1.48213,13.5074,1.78675,0,13.7173,11.1471,10.1261,1.69886
HIP54446,10000.00,1328.00,16.833549,46.122729,-185074.948157,5.784526,25.012984,1.429,48.1316,1.91406,11.0998,2.00549,0,14.9878,9.5237,10.6745,1.66308
HD115341,10000.00,1328.00,21.865458,60.008159,-244971.535098,7.537621,32.914925,1.359,46.9123,1.68178,13.1031,1.81404,0,13.5442,10.5192,10.7761,1.6493
HIP69224,10000.00,1328.00,20.434953,55.903938,-225858.200437,6.953627,30.810828,1.155,44.9632,1.42208,13.2048,1.93826,0,15.0302,11.1724,10.8753,1.39376
HD92588,10000.00,1328.00,19.256561,52.686095,-210808.864353,6.529646,28.911333,1.131,44.9782,1.91444,12.22,2.02407,0,15.6361,10.9863,10.7532,1.48774
HD30053,10000.00,1328.00,17.589747,48.222899,-189621.655927,5.949365,26.234197,1.112,45.4592,2.10523,10.5634,2.19043,0,16.6393,10.725,10.4018,1.91564
HD12345,10000.00,1328.00,20.694660,56.674789,-230454.692075,7.083632,31.195069,1.252,45.83,1.58205,13.3106,1.86085,0,14.2894,10.9182,10.7888,1.42011
HD200083,10000.00,1328.00,21.715913,59.647907,-242683.203018,7.472727,32.727878,1.307,46.5381,1.63815,13.03,1.84125,0,13.7617,10.7924,10.6282,1.7702
HD103720,10000.00,1328.00,18.561850,50.877793,-206435.063920,6.400036,27.737736,1.444,47.9107,1.70099,12.2066,1.88698,0,14.1547,9.8449,10.7186,1.57652
HD85512,10000.00,1328.00,28.657540,77.908860,-319120.812880,9.591178,44.095824,0.557,38.0099,1.83366,14.887,2.09961,0,13.1288,11.9352,16.4615,1.64423
HD36108,10000.00,1328.00,21.707876,59.408323,-242925.483899,7.437838,32.785564,1.258,45.6921,1.59169,13.7439,1.81281,0,13.8888,10.9486,11.024,1.29802
HD35854,10000.00,1328.00,19.667693,53.837370,-216983.690762,6.710462,29.519757,1.233,45.8419,1.71425,12.5417,1.95815,0,14.9884,10.6487,10.814,1.49287
HD118563,10000.00,1328.00,21.134606,57.871320,-235145.552563,7.236410,31.813427,1.267,45.9821,1.67802,13.1181,1.87409,0,14.2892,10.7275,10.8954,1.43563
HD76440,10000.00,1328.00,31.513582,86.570538,-368628.026812,11.024244,48.339211,1.509,47.237,1.11789,17.505,1.297,0,10.6736,11.8643,9.31121,0.994077
HD218885,10000.00,1328.00,18.749076,51.325173,-206294.928250,6.394421,28.093111,1.239,45.9814,1.7938,12.2327,1.98584,0,15.16,10.5211,10.7932,1.53203
HD152433,10000.00,1328.00,20.704902,56.806270,-230630.886702,7.117459,31.112463,1.329,46.7547,1.78621,12.7013,1.86871,0,14.0218,10.5106,10.6945,1.66221
HD102117,10000.00,1328.00,21.445200,58.924544,-240585.271495,7.394619,32.348697,1.357,46.9765,1.54118,13.4788,1.76699,0,13.6882,10.9735,9.93439,1.64039
HD115617,10000.00,1328.00,21.200248,57.999354,-235862.664891,7.235705,32.011447,1.193,45.1718,1.51199,13.5621,1.87297,0,14.4344,11.1135,11.0051,1.32805
HIP109421,10000.00,1328.00,29.290883,80.262667,-328730.601298,9.942451,44.931500,0.862,41.5893,1.5206,14.8985,1.87651,0,13.1744,12.3106,12.8151,1.81494
HD223121,10000.00,1328.00,21.888092,60.203677,-244608.484942,7.542550,32.980950,1.326,46.8803,1.66901,12.8628,1.83161,0,13.7583,10.8853,10.228,1.88462
HD25171,10000.00,1328.00,19.400376,53.195485,-213884.754610,6.632990,29.084653,1.257,46.2672,1.78472,12.1514,1.97335,0,14.9074,10.5578,10.6471,1.71112
HD49035,10000.00,1328.00,21.580532,59.412301,-241223.330149,7.424345,32.627669,1.280,46.4784,1.37254,13.4607,1.79764,0,14.082,11.5233,9.41034,1.87512
HD23249,10000.00,1328.00,21.804158,60.045328,-242904.940025,7.496716,32.897766,1.267,46.4893,1.74462,12.746,1.85204,0,14.0431,11.2723,9.83904,2.01365
HD101581,10000.00,1328.00,24.223302,66.374289,-271351.122722,8.280723,36.762588,1.157,44.7762,1.64192,14.0073,1.80576,0,13.7596,11.5718,11.0129,1.42451
BD-063481,10000.00,1328.00,20.177076,55.434940,-225574.941666,6.969321,30.304949,1.403,47.5444,1.45801,12.7627,1.84042,0,13.7481,10.3645,10.4793,1.80257
HD196384,10000.00,1328.00,24.588441,67.102709,-274671.896068,8.359156,37.293702,1.112,44.0683,1.85573,14.2354,1.81537,0,14.139,11.5114,11.4089,0.965949
HD11964A,10000.00,1328.00,19.641595,53.685796,-216151.265710,6.668540,29.551446,1.146,44.9085,1.6028,12.8848,1.97261,0,15.3763,11.0425,10.89,1.32244
HD173885,10000.00,1328.00,21.427939,58.861064,-239996.335139,7.391797,32.255006,1.363,47.0602,1.70249,12.9625,1.81554,0,13.5403,10.5781,10.5967,1.74417
HD191797,10000.00,1328.00,17.363221,47.481698,-190263.302112,5.926923,25.876005,1.310,46.7534,1.85725,11.6249,2.02916,0,15.4467,9.93416,10.8817,1.47274
HIP67126,10000.00,1328.00,22.928534,62.875618,-257033.481757,7.874511,34.682059,1.258,45.8297,1.30231,13.821,1.80984,0,13.729,11.1082,10.853,1.54692
HD176535,10000.00,1328.00,17.888706,49.087517,-197384.590956,6.153828,26.678689,1.398,47.785,1.62603,11.6056,1.97942,0,14.7463,9.86197,10.565,1.83057
HD21411,10000.00,1328.00,18.777919,51.370368,-206340.187814,6.392014,28.154367,1.208,45.6451,1.71135,12.3613,1.99602,0,15.3507,10.6383,10.8311,1.46607
HD89749,10000.00,1328.00,19.601979,53.620437,-216935.250119,6.694590,29.435596,1.255,45.9047,1.71905,12.7957,1.92511,0,14.7543,10.5771,10.9442,1.37985
HD90936,10000.00,1328.00,20.576196,56.500608,-231043.924564,7.126298,30.886196,1.466,48.0036,1.59138,12.855,1.79184,0,13.3337,10.1247,10.6174,1.68246
HD206172,10000.00,1328.00,19.807125,54.230243,-219690.270581,6.781269,29.742940,1.287,46.2485,1.66508,12.7896,1.90873,0,14.5268,10.5087,10.8814,1.4713
HD95456,10000.00,1328.00,23.968117,65.798440,-272387.711647,8.317176,36.241045,1.444,47.4198,1.43179,14.1236,1.66189,0,12.4562,10.6452,10.7643,1.49724
HD18838,10000.00,1328.00,19.460905,53.435841,-215643.267181,6.689705,29.155308,1.343,47.1402,1.7443,12.1136,1.92764,0,14.4049,10.3341,10.5098,1.82536
HD192865,10000.00,1328.00,20.711479,56.896149,-231838.169183,7.159548,31.079636,1.426,47.7303,1.8631,12.5358,1.82218,0,13.4756,10.197,10.6116,1.76443
HD116883,10000.00,1328.00,17.532561,47.829046,-190755.793889,5.929753,26.201245,1.155,45.121,1.71813,12.0112,2.08374,0,16.2896,10.4878,11.0326,1.25586
HD177033,10000.00,1328.00,23.575990,64.470408,-259458.095680,7.950024,35.771425,0.944,42.9221,1.7979,13.3262,1.97829,0,15.3061,12.136,11.1584,1.37492
HD28807,10000.00,1328.00,18.168180,49.865940,-199155.505338,6.218209,27.079037,1.309,47.1375,2.53761,10.8225,2.02747,0,14.9867,10.0711,10.5437,1.87348
BD-053596,10000.00,1328.00,31.710785,86.699495,-361435.566851,10.833729,48.763842,1.017,42.8162,1.35665,16.0752,1.65401,0,12.3542,12.4233,12.21,1.11042
HD27063,10000.00,1328.00,20.643633,56.547078,-229148.230977,7.064209,31.054610,1.258,45.9798,1.62839,12.9452,1.90043,0,14.4799,10.7339,10.8233,1.50905
HD34449,10000.00,1328.00,20.871737,57.151858,-232094.651208,7.144449,31.416924,1.264,45.9685,1.64307,13.1095,1.87828,0,14.3591,10.756,10.8499,1.4357
HD78538,10000.00,1328.00,20.633679,56.395051,-228516.285290,7.033303,31.046031,1.212,45.3795,1.68024,13.1248,1.91548,0,14.7685,10.7786,11.079,1.27388
HD59711A,10000.00,1328.00,20.623592,56.508510,-228840.311282,7.052928,31.050526,1.237,45.8107,1.59816,12.9823,1.90353,0,14.528,10.8751,10.7629,1.53928
BD-131161,10000.00,1328.00,26.437430,72.616074,-304189.039200,9.147549,40.512970,1.320,45.7907,1.1291,16.8999,1.45475,0,12.2389,12.3681,8.99054,1.12812
HD26887,10000.00,1328.00,19.946677,54.785150,-221161.696157,6.847225,29.957481,1.293,46.6213,1.70145,12.368,1.92278,0,14.3798,10.6273,10.5246,1.85485
HD224432,10000.00,1328.00,16.873965,45.983189,-182143.844061,5.674931,25.212472,1.073,44.4197,1.4992,11.8876,2.15245,0,17.1064,10.7414,10.9814,1.21189
HIP104856,10000.00,1328.00,24.221920,65.999155,-267799.718703,8.126811,36.979793,0.787,40.7982,1.63605,14.465,1.99481,0,14.7928,12.2476,12.8568,1.20878
HD22282,10000.00,1328.00,25.549395,70.083772,-290710.597091,8.788827,39.019642,1.246,45.3054,1.23523,15.8928,1.58427,0,13.0409,12.2041,9.58105,1.15623
HD125881,10000.00,1328.00,21.514444,59.009248,-242014.496741,7.437172,32.368737,1.425,47.4143,1.60387,13.2945,1.7703,0,13.2504,10.3076,10.8321,1.5269
HD152533,10000.00,1328.00,21.621900,59.294742,-244196.584102,7.495089,32.518931,1.480,47.8408,1.66454,13.3767,1.72966,0,12.8613,10.1053,10.9487,1.473
HIP61406,10000.00,1328.00,29.895135,82.281587,-344250.463376,10.425087,45.580529,1.424,47.1277,1.18326,15.1459,1.53113,0,11.3146,11.309,10.7204,1.66796
HD144411,10000.00,1328.00,21.228786,58.035216,-233097.294947,7.172582,32.082974,1.020,43.727,1.53157,13.1076,1.99709,0,15.6121,11.7186,10.9436,1.36244
HD213240,10000.00,1328.00,23.459159,64.438342,-264910.209130,8.100493,35.509382,1.350,46.7022,1.47658,14.0289,1.7098,0,13.1211,11.1297,10.2723,1.55928
HD25565,10000.00,1328.00,20.724306,56.792598,-229544.939914,7.076902,31.219893,1.208,45.5922,1.56135,12.9632,1.91653,0,14.7284,11.0531,10.6326,1.55263
HD114386,10000.00,1328.00,23.626961,64.719057,-264095.987047,8.069102,35.831202,1.154,44.7861,1.54106,13.9347,1.82477,0,14.0177,11.5756,10.9244,1.39572
HD195564,10000.00,1328.00,21.134262,57.836398,-235022.936839,7.216857,31.887724,1.208,45.3631,1.57059,13.4222,1.87426,0,14.4495,11.0608,10.9058,1.35382
HD134929B,10000.00,1328.00,20.690310,56.844737,-230604.048806,7.114035,31.163072,1.310,46.688,1.43494,13.0382,1.84923,0,14.193,10.9435,10.0993,1.75386
HD41248,10000.00,1328.00,20.235845,55.462734,-224348.695734,6.919392,30.461891,1.231,45.8058,1.60048,12.8941,1.91392,0,14.5779,10.8875,10.7324,1.58794
HD212708,10000.00,1328.00,21.506060,59.230499,-241367.572651,7.436916,32.430463,1.390,47.5169,1.45907,13.2891,1.75913,0,13.6364,11.044,9.40797,1.88747
HD119291,10000.00,1328.00,24.205702,66.835813,-274399.289735,8.438801,36.588602,1.444,47.989,1.17437,13.4083,1.72032,0,12.3839,10.737,10.2567,2.33041
HD122862,10000.00,1328.00,21.064333,57.786560,-235986.771096,7.259170,31.710921,1.361,46.9089,1.59935,13.1921,1.81079,0,13.6218,10.5463,10.7342,1.58657
HD80883,10000.00,1328.00,18.499551,50.623323,-203192.246301,6.303525,27.708949,1.229,45.8989,1.63653,12.2446,2.00546,0,15.3751,10.5181,10.8026,1.51875
HD2768,10000.00,1328.00,21.276777,58.324576,-237060.048977,7.298465,32.041719,1.283,46.2077,1.55623,13.1304,1.86485,0,14.1626,10.7666,10.758,1.55352
HD87521,10000.00,1328.00,19.670862,54.057324,-221640.908422,6.854832,29.420358,1.598,49.3368,1.68086,12.3872,1.76407,0,12.8598,9.54598,10.6588,1.76657
HD172513,10000.00,1328.00,19.427968,53.122015,-214438.521987,6.624355,29.159912,1.233,45.7219,1.65184,12.7278,1.95312,0,15.013,10.585,10.9773,1.37008
HD44804,10000.00,1328.00,18.748916,51.569098,-208153.759621,6.483417,27.997903,1.454,48.4294,1.67382,11.6278,1.9186,0,14.1153,9.90753,10.3001,2.02741
HD188748,10000.00,1328.00,21.392692,58.623940,-238880.740080,7.335878,32.271733,1.269,45.9857,1.576,13.4065,1.83647,0,14.0216,10.9271,10.7761,1.47052
HD3220,10000.00,1328.00,20.117548,55.062207,-222599.057485,6.866753,30.244156,1.228,45.6915,1.73213,12.8162,1.92769,0,14.7538,10.7484,10.8862,1.44407
HD102136,10000.00,1328.00,17.829020,48.860766,-196187.826702,6.108308,26.614210,1.336,47.109,1.72451,11.7352,1.99455,0,15.0578,10.067,10.6334,1.67853
HD146233,10000.00,1328.00,20.772020,56.925927,-230752.825866,7.109271,31.279279,1.248,45.9057,1.60751,13.0168,1.8918,0,14.4207,10.8642,10.747,1.54635
HD115499,10000.00,1328.00,19.369246,53.002986,-213257.046784,6.606316,29.025633,1.241,45.9413,1.74263,12.3414,1.98233,0,15.1241,10.4789,10.8922,1.49704
HD217221,10000.00,1328.00,19.577826,53.636322,-216594.325132,6.696562,29.397041,1.264,46.1627,1.60249,12.6337,1.9345,0,14.7531,10.628,10.7209,1.56459
HD74014,10000.00,1328.00,20.615625,56.743516,-230804.214896,7.127415,31.017991,1.402,47.66,1.4776,12.9422,1.79902,0,13.7443,10.7455,9.73169,1.8996
HD82114,10000.00,1328.00,24.207178,66.541340,-278108.740622,8.479986,36.556424,1.630,49.1016,1.5764,14.1841,1.53355,0,11.4367,10.2323,10.4619,1.47351
HD156991,10000.00,1328.00,22.023150,60.256411,-247049.832347,7.568943,33.187814,1.333,46.3351,1.72275,13.6043,1.791,0,13.586,10.5344,11.1606,1.26579
HD67458,10000.00,1328.00,21.109156,57.766828,-235909.615025,7.239001,31.807748,1.294,46.0759,1.66648,13.4598,1.82716,0,13.9468,10.6858,11.0229,1.31513
HD163436,10000.00,1328.00,23.445165,64.244400,-263774.896562,8.038029,35.574840,1.226,45.3788,1.67076,14.2657,1.73809,0,13.5152,11.5227,10.6145,1.29435
HD190248,10000.00,1328.00,19.755661,54.495097,-221876.109471,6.883551,29.591119,1.570,49.5287,1.58331,12.3842,1.75116,0,13.3962,10.257,9.03958,2.05978
HD115585,10000.00,1328.00,22.541806,62.329779,-253389.464273,7.821220,34.052512,1.385,47.7559,1.43696,13.1627,1.74851,0,13.3662,11.3221,8.84174,2.36588
HD89839,10000.00,1328.00,22.071143,60.578002,-249120.273018,7.642921,33.254271,1.441,47.5583,1.57715,13.503,1.72977,0,12.9892,10.4369,10.665,1.54073
HD171665,10000.00,1328.00,20.689053,56.703768,-230209.498124,7.092583,31.139714,1.280,46.1911,1.56937,13.045,1.87722,0,14.2763,10.7413,10.7534,1.54631
HD66221,10000.00,1328.00,22.126191,60.811613,-248195.643177,7.618687,33.438027,1.315,46.6124,1.58173,13.5425,1.76475,0,13.7078,11.2623,9.88441,1.64417
HD116920,10000.00,1328.00,21.182108,57.977371,-235732.840824,7.248675,31.903792,1.256,45.813,1.57983,13.2747,1.87408,0,14.3161,10.7674,10.9777,1.39717
HD6673,10000.00,1328.00,18.996614,51.964936,-209242.831555,6.475624,28.486775,1.231,45.795,1.68863,12.4915,1.97555,0,15.143,10.5522,10.9092,1.4449
